CardholdeNDD,First Name,Last Name,Gender,ATMID,Birth Date,Occupation,AccountType,State Bank Of India
WD-007-1103,Mosunmola,Oluwasegun,M,WD-007,08-10-1979,Construction Worker,Current,1
ED-004-1191,Mustapha,Hafsatu,F,ED-004,01/21/1978,Accountant,Current,0
WD-008-1204,Benjamin,Jimoh,F,WD-008,06/29/1978,Engineer,Current,0
ED-008-1068,Rabi,Hassan,F,ED-008,01-06-2003,Student,Savings,1
WD-002-1113,Asabe,Adetokunbo,M,WD-002,07/23/1981,Human Resources Specialist,Savings,1
WD-003-1003,Benedict,Okafor,M,WD-003,03/29/1977,Plumber,Savings,1
WD-014-1004,Bassey,Eyo,M,WD-014,12-05-1987,Welder,Savings,0
WD-011-1206,Oluwayemisi,Famuyiwa,M,WD-011,03/25/1989,Farmer,Current,0
ND-003-1067,Chukwuemeka,Wike,F,ND-003,08/29/1981,Data Analyst,Savings,1
ND-002-1036,Ibinabo,Wike,F,ND-002,01/20/1997,Data Analyst,Savings,0
ED-001-1026,Shehu,Ibrahim,M,ED-001,07/23/1969,Carpenter,Current,1
ED-010-1102,Danladi,Mohammed,M,ED-010,03-04-2004,Student,Savings,0
WD-012-1204,Chidiebere,Adeyemo,F,WD-012,10/17/1982,Health Professional,Savings,1
WD-012-1126,Boluwatife,Lawal,F,WD-012,06-06-1976,Manager,Savings,1
ND-004-1077,Ebuka,Akpobari,M,ND-004,11/28/1977,Farmer,Savings,0
WD-002-1194,Aisha,Uzoma,M,WD-002,06/18/2002,Student,Savings,1
WD-012-1015,Alao,Alausa,F,WD-012,01/25/1963,Data Analyst,Savings,1
WD-009-1112,Chinedu,Okereke,M,WD-009,12/25/2003,Student,Savings,1
ND-006-1117,Cynthia,Okon,F,ND-006,12-08-1994,Lawyer,Savings,1
WD-009-1033,Aremu,Okafor,F,WD-009,07/17/1980,Trader,Savings,1
WD-004-1061,Chiamaka,Okereke,M,WD-004,07/17/1967,Lawyer,Current,1
ED-006-1215,Salisu,Hauwa,M,ED-006,04/28/1957,Truck Driver,Savings,1
ED-002-1059,Adamu,Yusuf,M,ED-002,04/29/1996,Accountant,Savings,0
WD-007-1251,Kikelomo,Adewumi,F,WD-007,05-02-1974,Health Professional,Savings,0
WD-007-1039,Oladimeji,Aikhomu,F,WD-007,03/19/1990,Engineer,Current,0
ED-007-1114,Rabi,Ahmed,M,ED-007,05/20/1963,Human Resources Specialist,Current,1
WD-002-1115,Alao,Nwachukwu,M,WD-002,09/26/1980,Manager,Current,1
WD-004-1267,Aremu,Niyi,F,WD-004,09/17/2002,Student,Savings,1
WD-012-1234,Nkele,Nwankwo,M,WD-012,06/17/1977,Health Professional,Savings,1
WD-011-1279,Adewale,Ibrahim,F,WD-011,01/31/1986,Manager,Savings,1
ED-004-1145,Sadiq,Bashir,M,ED-004,06/30/1982,Carpenter,Savings,1
WD-001-1095,Chukwudi,Oluwafemi,M,WD-001,12-03-1970,Health Professional,Savings,1
ED-001-1115,Aliyu,Muhammad,F,ED-001,11/17/1999,Student,Savings,1
WD-015-1072,Qudus,Bello,M,WD-015,04/20/1995,Carpenter,Current,1
WD-011-1253,Nike,Oluwakemi,M,WD-011,09/29/1982,Marketing Executive,Savings,1
WD-009-1173,Nifemi,Adebayo,F,WD-009,01/25/1983,Software Developer,Current,1
WD-009-1150,Adedeji,Nwachukwu,F,WD-009,05-01-1963,Accountant,Current,1
WD-015-1150,Seun,Omobolanle,M,WD-015,11-12-1961,Marketing Executive,Current,1
WD-004-1184,Chidieze,Oluwabukola,M,WD-004,02/14/1985,Manager,Current,1
WD-007-1095,Olufunmi,Adebiyi,M,WD-007,07/31/1963,Plumber,Savings,1
ED-008-1109,Aisha,Farouk,M,ED-008,12-05-1987,Lawyer,Current,1
WD-002-1114,Chukwuemeka,Adeola,F,WD-002,10/15/1989,Lawyer,Savings,1
WD-006-1022,Nkem,Nkem,M,WD-006,03/31/1998,Student,Savings,1
WD-009-1118,Babajide,Ilelaboye,M,WD-009,11/25/1997,Marketing Executive,Savings,1
ED-001-1201,Rukayya,Abdulsalam,M,ED-001,03/24/1989,Electrician,Savings,1
ED-003-1200,Shehu,Aisha,F,ED-003,02/19/1978,Health Professional,Current,1
WD-011-1170,Anita,Nwosu,M,WD-011,09/13/1980,Truck Driver,Current,1
WD-008-1058,Pelumi,Okoye,F,WD-008,01/24/1959,Health Professional,Current,1
WD-009-1230,Chinazo,Adewale,F,WD-009,08-11-1985,Software Developer,Savings,1
ED-002-1204,Mustapha,Amina,F,ED-002,11-07-2003,Trader,Savings,0
WD-015-1226,Adeyinka,Adegoke,F,WD-015,05/13/1991,Software Developer,Savings,0
WD-007-1283,Morounkola,Adebisi,M,WD-007,07-07-1967,Truck Driver,Current,1
ED-003-1149,Halima,Abdulrahman,M,ED-003,02-12-1972,Farmer,Current,1
WD-003-1163,Olamide,Onyeka,M,WD-003,08-08-1969,Construction Worker,Current,1
ED-006-1156,Bashir,Rabi,F,ED-006,02/24/1973,Accountant,Current,0
WD-008-1188,Alaba,Adebisi,M,WD-008,04-10-1989,Electrician,Savings,1
WD-010-1068,Akeem,Eyo,F,WD-010,05/18/1970,Trader,Savings,1
WD-015-1093,Cyril,Ugwu,F,WD-015,08/23/1958,Trader,Current,1
WD-008-1059,Cyril,Oluwaseyi,M,WD-008,11-09-2002,Student,Savings,1
ED-003-1090,Maryam,Lawal,F,ED-003,09/15/1977,Accountant,Savings,1
WD-013-1099,Deborah,Adebowale,F,WD-013,10/21/1988,Data Analyst,Savings,1
WD-008-1166,Ngozi,Akinola,F,WD-008,09/18/1971,Data Analyst,Savings,1
WD-015-1230,Edwin,Jimoh,M,WD-015,02-07-1969,Truck Driver,Current,1
ED-002-1002,Halima,Abubakar,M,ED-002,12/18/1976,Truck Driver,Savings,1
WD-002-1228,Chisom,Bala,M,WD-002,10-01-1986,Carpenter,Current,1
WD-006-1162,Efosa,Akinola,F,WD-006,10-04-1984,Engineer,Current,1
ED-008-1091,Usman,Ahmad,M,ED-008,09/24/1990,Human Resources Specialist,Current,1
ED-006-1230,Garba,Abdulsalam,M,ED-006,03-11-1970,Welder,Current,1
WD-007-1054,Charles,Eko,M,WD-007,09/23/1974,Welder,Savings,0
WD-002-1227,Ekele,Nwankwo,F,WD-002,03/26/1984,Trader,Current,1
ED-004-1216,Khadija,Abdulaziz,M,ED-004,12/21/1970,Engineer,Current,1
ED-001-1036,Abdulrahman,Ibrahim,F,ED-001,01-06-1968,Marketing Executive,Current,1
ED-008-1113,Ali,Garba,M,ED-008,06/30/1987,Lawyer,Current,0
WD-004-1178,Funmilayo,Adetayo,M,WD-004,12/29/1981,Construction Worker,Savings,1
WD-009-1223,Damilare,Eze,M,WD-009,03/22/1959,Human Resources Specialist,Current,1
ND-006-1089,Ugochukwu,Nwosu,F,ND-006,03-06-1998,Student,Savings,1
WD-013-1010,Chukwudi,Eze,M,WD-013,06/27/1990,Carpenter,Current,1
WD-008-1270,Benjamin,Adeyemo,F,WD-008,11-03-1965,Health Professional,Savings,0
ED-002-1200,Abdulkadir,Habiba,F,ED-002,12-02-1983,Trader,Savings,1
ED-009-1003,Usman,Ibrahim,F,ED-009,05/31/1964,Marketing Executive,Savings,0
WD-005-1088,Adebowale,Ibe,F,WD-005,12/27/1961,Manager,Current,1
ED-003-1109,Haruna,Bala,M,ED-003,04/29/1957,Carpenter,Current,1
ED-006-1108,Nafisa,Usman,M,ED-006,08/25/1970,Plumber,Savings,1
WD-010-1089,Beatrice,Oluwajoba,F,WD-010,05-12-1961,Engineer,Savings,1
WD-007-1191,Clement,Okoye,F,WD-007,07-04-1991,Manager,Savings,1
ED-008-1034,Ruqayya,Ali,M,ED-008,10/30/1972,Carpenter,Current,1
WD-011-1286,Omotayo,Ekpoh,F,WD-011,11-09-1970,Human Resources Specialist,Current,1
WD-009-1152,Azeez,Balogun,M,WD-009,08-09-2002,Student,Savings,1
WD-009-1278,Deborah,Akinola,F,WD-009,01-12-1990,Software Developer,Current,0
WD-011-1251,Nkem,Adebayo,M,WD-011,09/18/1963,Human Resources Specialist,Current,1
WD-001-1061,Bernadine,Okafor,F,WD-001,06/15/1992,Engineer,Current,1
ED-006-1064,Hauwa,Lawal,F,ED-006,10/30/1961,Health Professional,Current,1
WD-015-1098,Olufunmi,Eze,M,WD-015,12/18/2001,Student,Savings,1
WD-008-1147,Confidence,Oluwadamilola,F,WD-008,02-01-1967,Engineer,Savings,1
WD-006-1219,Ben,Okonkwo,M,WD-006,08/18/1972,Accountant,Current,0
ED-004-1037,Sani,Hassan,M,ED-004,05-07-1990,Factory Worker,Savings,1
WD-003-1092,Zainab,Oladipo,F,WD-003,07-01-1987,Data Analyst,Savings,1
WD-006-1014,Chidozie,Okafor,M,WD-006,02-08-1972,Mechanic,Current,1
ED-006-1083,Fatima,Muhammad,F,ED-006,05/27/1984,Engineer,Current,1
WD-011-1127,Aladejobi,Omotayo,F,WD-011,12/25/1994,Data Analyst,Savings,0
ED-008-1092,Hauwa,Musa,M,ED-008,04/16/1981,Carpenter,Savings,1
WD-012-1014,Akintunde,Akinyemi,M,WD-012,08-01-1976,Accountant,Current,0
ED-001-1160,Mariam,Shehu,F,ED-001,08-08-1979,Engineer,Savings,1
WD-011-1011,Kabirat,Ogunnaike,M,WD-011,07/14/1988,Human Resources Specialist,Current,1
WD-001-1004,Bridget,Nwachukwu,F,WD-001,11-11-1975,Data Analyst,Savings,1
WD-007-1015,Folasade,Ojo,M,WD-007,06-10-1982,Truck Driver,Savings,1
WD-012-1216,Oluwatobi,Awosika,M,WD-012,01/16/1991,Farmer,Savings,0
WD-013-1190,Oluwadamilola,Adeyemo,F,WD-013,01-02-1996,Data Analyst,Current,1
WD-007-1195,Amos,Nnamdi,F,WD-007,07-01-2001,Student,Savings,0
WD-012-1210,Kikelomo,Igwe,F,WD-012,02/14/1979,Software Developer,Savings,1
ED-006-1173,Yakubu,Tijjani,F,ED-006,05-07-2000,Trader,Current,1
ED-010-1050,Hafsatu,Bala,F,ED-010,01-04-1957,Health Professional,Current,1
WD-003-1105,Babajide,Alade,M,WD-003,08-11-1991,Mechanic,Savings,1
WD-001-1273,Alaba,Onyeka,F,WD-001,06/23/1976,Lawyer,Savings,1
ED-002-1136,Bashir,Suleiman,M,ED-002,08-11-1965,Health Professional,Current,1
ED-010-1017,Aliyu,Umaru,F,ED-010,09/28/1976,Health Professional,Savings,1
WD-015-1047,Omololu,Nkem,M,WD-015,03/15/1982,Construction Worker,Savings,1
WD-001-1002,Ali,Mohammed,M,WD-001,11/18/1976,Software Developer,Current,1
WD-003-1047,Akinkunmi,Akindele,F,WD-003,02/14/1994,Manager,Savings,1
WD-004-1123,Benedict,Akintola,F,WD-004,02/18/1984,Accountant,Current,0
WD-012-1130,Destiny,Oguntade,F,WD-012,07/13/1983,Lawyer,Savings,1
WD-008-1013,Babajide,Akande,M,WD-008,08/23/2002,Student,Savings,1
WD-010-1134,Chukwuemeka,Nnamdi,M,WD-010,08-01-1990,Carpenter,Current,1
WD-008-1011,Chidieze,Okafor,M,WD-008,01/19/1995,Accountant,Current,1
WD-012-1111,Cornelius,Daramola,F,WD-012,03-04-1960,Engineer,Current,1
WD-010-1023,Damilare,Daramola,M,WD-010,10/27/1992,Lawyer,Current,0
ED-010-1005,Bashir,Yusuf,F,ED-010,05-03-1969,Marketing Executive,Current,1
WD-013-1072,Jesutofunmi,Onyekwere,M,WD-013,08-02-1963,Lawyer,Current,0
ED-010-1178,Hafsatu,Rabi,M,ED-010,12/28/2003,Trader,Current,1
WD-004-1273,Fiyinfoluwa,Ogundele,F,WD-004,10/19/1981,Health Professional,Current,1
WD-006-1149,Chiamaka,Adeyemo,F,WD-006,06/29/1999,Student,Savings,0
WD-015-1044,Ajayi,Okoye,M,WD-015,07-01-1957,Marketing Executive,Current,1
ED-008-1198,Aisha,Fadila,F,ED-008,12/22/1967,Accountant,Savings,1
WD-008-1091,Adisa,Oluwapemi,M,WD-008,05/18/1959,Truck Driver,Savings,1
WD-010-1278,Segun,Eze,M,WD-010,09/22/1971,Software Developer,Current,0
WD-011-1120,Eniola,Okoye,F,WD-011,08-06-1989,Software Developer,Current,1
WD-014-1167,Ngozi,Adejumo,M,WD-014,12-08-1969,Construction Worker,Savings,1
WD-014-1193,Chinenye,Aregbesola,M,WD-014,03-04-1993,Electrician,Savings,1
WD-014-1075,Niyi,Fatunmise,F,WD-014,02/22/1997,Engineer,Savings,1
WD-014-1151,Ashimiyu,Okafor,M,WD-014,10/14/1998,Student,Savings,1
WD-004-1198,Aremu,Ayodele,M,WD-004,02/26/1980,Engineer,Savings,1
WD-009-1032,Jideofor,Okafor,M,WD-009,06/16/1996,Factory Worker,Current,1
WD-005-1218,Omolara,Akintola,M,WD-005,09-11-2008,Student,Savings,1
ED-010-1075,Mustapha,Musa,F,ED-010,08/30/1976,Marketing Executive,Savings,0
ED-004-1075,Firdausi,Abdullahi,M,ED-004,09-04-1964,Trader,Current,1
WD-011-1263,Eniola,Okonkwo,M,WD-011,12/22/1985,Construction Worker,Savings,0
WD-002-1213,Nkechi,Adeyemo,F,WD-002,10/18/1988,Trader,Current,0
ED-002-1054,Yusuf,Abdullahi,F,ED-002,10/14/1958,Human Resources Specialist,Current,1
WD-010-1097,Clifford,Alade,F,WD-010,01/31/1984,Engineer,Savings,1
ED-006-1217,Bello,Nafisa,M,ED-006,02/26/2003,Student,Savings,1
WD-009-1093,Chinelo,Oladejo,M,WD-009,07/28/1987,Welder,Current,1
WD-003-1010,Chinedu,Okeke,M,WD-003,09/14/1992,Truck Driver,Current,1
ED-006-1112,Danjuma,Muhammad,F,ED-006,12/22/1985,Engineer,Current,1
WD-013-1106,Daniel,Oluwakemi,M,WD-013,03-11-1957,Welder,Savings,1
ED-009-1166,Ahmad,Maryam,F,ED-009,01/26/1973,Human Resources Specialist,Current,1
WD-001-1215,Chukwuemeka,Ebiowei,F,WD-001,03-08-1996,Manager,Current,0
ED-005-1168,Umaru,Rakiya,F,ED-005,07/23/2000,Trader,Current,1
WD-003-1116,Omolara,Oyebanji,M,WD-003,06/22/1976,Marketing Executive,Current,1
ED-005-1169,Fatima,Abdulrahman,M,ED-005,05/31/1957,Trader,Savings,1
WD-005-1034,Damilola,Akindele,M,WD-005,12/19/1957,Carpenter,Savings,0
ED-004-1211,Rukayya,Salisu,M,ED-004,10/25/1985,Farmer,Current,1
WD-011-1160,Boluwatife,Oluwabukola,F,WD-011,01/24/1999,Student,Savings,1
WD-014-1043,Opeyemi,Omolabake,F,WD-014,09/13/1990,Human Resources Specialist,Current,1
WD-006-1241,Jideofor,Oluwatosin,F,WD-006,06/18/1985,Software Developer,Current,1
WD-006-1069,Ademiluyi,Oluwabukola,M,WD-006,01/19/1993,Human Resources Specialist,Savings,1
ED-007-1147,Khadija,Haruna,M,ED-007,12/28/1985,Farmer,Savings,0
WD-015-1076,Lateefah,Oluwatobiloba,M,WD-015,09-05-2001,Student,Savings,0
ED-005-1047,Zainab,Yusuf,M,ED-005,06/15/1963,Engineer,Current,1
ED-002-1146,Abdulrahman,Ahmad,F,ED-002,12-09-1998,Marketing Executive,Savings,1
WD-014-1022,Omolola,Omolola,M,WD-014,05-08-1996,Human Resources Specialist,Current,1
WD-004-1005,Chibueze,Okonkwo,M,WD-004,06-05-1987,Lawyer,Current,1
WD-006-1030,Chris,Akinola,F,WD-006,12-02-1977,Accountant,Current,0
WD-014-1110,Danjuma,Adeleke,M,WD-014,12/31/1996,Accountant,Savings,1
WD-010-1051,Kehinde,Afolabi,M,WD-010,06-11-1958,Marketing Executive,Current,1
WD-015-1005,Amos,Akande,M,WD-015,06/18/1969,Mechanic,Current,1
WD-004-1219,Benedict,Ojo,M,WD-004,01/31/2001,Student,Savings,1
WD-003-1268,Oluwakanyinsola,Alamu,M,WD-003,07/24/1980,Welder,Current,1
ED-004-1112,Ali,Adamu,M,ED-004,04-12-1989,Marketing Executive,Savings,1
WD-008-1140,Oluwaseun,Akande,M,WD-008,07/31/1981,Carpenter,Savings,1
WD-012-1282,Xaviera,Oluwatomi,F,WD-012,07/31/1988,Trader,Current,0
WD-012-1169,Chuma,Oluwafemi,M,WD-012,10/15/1991,Human Resources Specialist,Current,0
WD-010-1243,Benson,Oluwabusayo,F,WD-010,08-05-1972,Trader,Current,1
WD-011-1096,Oluwamayowa,Akande,F,WD-011,07-09-1967,Software Developer,Savings,1
WD-004-1195,Nifemi,Ojo,M,WD-004,06-12-1966,Construction Worker,Savings,0
WD-001-1078,Adelaja,Adeleke,M,WD-001,11/21/2001,Student,Savings,0
ND-001-1072,Sunday,Onwuka,F,ND-001,10-01-1999,Student,Savings,1
WD-011-1159,Olufunmi,Jimoh,F,WD-011,03/13/1980,Software Developer,Current,0
ED-001-1118,Ahmed,Musa,F,ED-001,03-10-1971,Health Professional,Savings,1
ED-007-1032,Maryam,Abubakar,M,ED-007,12/23/1979,Factory Worker,Current,0
WD-012-1080,Oluwajoba,Onyekwere,M,WD-012,12/20/1997,Farmer,Current,1
WD-014-1083,Adewale,Okon,F,WD-014,01/15/1972,Manager,Savings,1
WD-011-1225,Austin,Adekunle,M,WD-011,11/30/1957,Health Professional,Savings,1
WD-004-1285,Boluwatife,Eko,M,WD-004,12/25/1976,Farmer,Savings,0
WD-007-1104,Victoria,Onyeka,F,WD-007,01/31/1958,Health Professional,Savings,1
ED-004-1225,Danjuma,Maryam,F,ED-004,06-02-1971,Trader,Current,1
WD-003-1031,Adetokunbo,Oladipo,M,WD-003,12-02-1964,Lawyer,Savings,1
WD-004-1003,Andrew,Akpan,M,WD-004,11/27/1966,Accountant,Savings,1
WD-004-1322,Zainab,Nwachukwu,M,WD-004,10/25/1999,Student,Savings,1
ED-005-1069,Rakiya,Sani,F,ED-005,05/26/1977,Lawyer,Savings,1
WD-014-1243,Lekan,Oluwatimilehin,M,WD-014,04-02-1996,Accountant,Savings,1
WD-010-1146,Ayo,Okonkwo,F,WD-010,04-03-1966,Marketing Executive,Savings,1
WD-013-1262,Oluwamayowa,Ekeinde,M,WD-013,06/26/1967,Health Professional,Current,1
ED-005-1170,Fadila,Firdausi,M,ED-005,08/29/1971,Trader,Current,0
WD-006-1129,Oluwaseyi,Okonkwo,F,WD-006,05/16/1973,Marketing Executive,Savings,1
WD-006-1211,Ugochukwu,Akintola,M,WD-006,03/16/1980,Factory Worker,Savings,1
WD-013-1163,Chisom,Balogun,F,WD-013,12-12-1958,Trader,Savings,0
WD-012-1255,Oluwaseyi,Oluwakemi,F,WD-012,11-10-1992,Health Professional,Current,1
ND-001-1002,Ifeanyi,Nwokocha,M,ND-001,08/21/1962,Truck Driver,Savings,1
WD-015-1012,Rasheed,Rasaq,F,WD-015,09/23/1966,Manager,Current,1
WD-002-1249,Chukwuma,Nwachukwu,F,WD-002,07/22/1978,Accountant,Current,1
WD-006-1245,Qudus,Onyeka,M,WD-006,06-03-1989,Welder,Savings,1
WD-010-1031,Deji,Adeleke,M,WD-010,04/24/2000,Student,Savings,1
WD-002-1166,Adewale,Adekoya,F,WD-002,11/25/1957,Data Analyst,Current,1
WD-005-1108,Destiny,Ugochukwu,M,WD-005,02-07-1958,Health Professional,Current,1
WD-012-1201,Daniel,Adeleke,M,WD-012,12/20/1967,Truck Driver,Savings,1
WD-005-1238,Jideofor,Abiola,M,WD-005,08-01-1999,Student,Savings,1
ED-009-1113,Tijjani,Fadila,M,ED-009,04/27/1971,Health Professional,Savings,1
ED-006-1038,Sani,Musa,M,ED-006,04/13/1999,Trader,Savings,1
WD-015-1264,Oluwamayowa,Emeka,F,WD-015,05/24/1985,Software Developer,Current,1
WD-006-1183,Ademiluyi,Oluwaseun,M,WD-006,07-01-1980,Mechanic,Current,1
WD-006-1214,Akpan,Adebayo,M,WD-006,10/20/1987,Data Analyst,Savings,1
ND-002-1045,Ogechi,Ezeani,F,ND-002,08-07-2001,Student,Savings,0
ED-007-1152,Nura,Khadija,M,ED-007,11-01-1997,Plumber,Savings,1
WD-009-1233,Jideofor,Busari,M,WD-009,09/26/1976,Marketing Executive,Savings,0
ED-004-1215,Nafisa,Salma,F,ED-004,02/18/1989,Trader,Savings,1
WD-015-1002,Adesola,Oladele,F,WD-015,09/25/2000,Student,Savings,0
WD-015-1026,Chinedu,Nwachukwu,F,WD-015,12/21/1984,Health Professional,Savings,1
WD-014-1115,Seun,Ekeinde,M,WD-014,03-01-1974,Welder,Savings,1
WD-006-1161,Daniella,Ebiowei,F,WD-006,10/31/2002,Student,Savings,1
WD-013-1203,Ekene,Oladele,M,WD-013,03/27/1973,Truck Driver,Current,1
WD-014-1094,Adebayo,Akinwale,M,WD-014,03-01-2001,Student,Savings,1
ED-004-1114,Sani,Muhammad,F,ED-004,02-08-1964,Marketing Executive,Current,1
ED-006-1054,Maryam,Muhammad,M,ED-006,11/28/1991,Manager,Current,1
ED-002-1105,Zara,Ali,M,ED-002,02/28/1989,Marketing Executive,Savings,1
ED-008-1206,Bello,Habiba,M,ED-008,10/15/1957,Manager,Savings,1
WD-010-1184,Oluwamayowa,Oluwayemisi,M,WD-010,03/29/1984,Carpenter,Savings,0
WD-010-1234,Xaviera,Nkechi,M,WD-010,01/26/1966,Software Developer,Savings,0
WD-003-1024,Oluwatobi,Akintoye,F,WD-003,10/14/1961,Human Resources Specialist,Savings,1
ED-004-1219,Umar,Haruna,F,ED-004,07-11-2002,Student,Savings,0
ED-008-1043,Ruqayya,Hassan,F,ED-008,10-09-2000,Student,Savings,1
WD-005-1149,Chukwudi,Ajayi,M,WD-005,12/17/1964,Lawyer,Current,1
WD-004-1209,Akpan,Ayodele,F,WD-004,06-01-1978,Human Resources Specialist,Current,1
WD-001-1229,Babajide,Omolola,F,WD-001,06/26/1984,Engineer,Current,1
WD-014-1250,Lateefah,Akintoye,M,WD-014,05/20/1996,Electrician,Current,1
ND-001-1090,Oluwatosin,Okafor,M,ND-001,02/19/1963,Software Developer,Savings,1
WD-005-1254,Adesola,Adesina,F,WD-005,07-12-1989,Human Resources Specialist,Current,1
WD-002-1056,Oyindamola,Adejumo,M,WD-002,02-11-1967,Farmer,Current,0
WD-015-1272,Elizabeth,Ogundele,M,WD-015,09/29/1995,Farmer,Current,1
WD-004-1044,Omolabake,Bello,F,WD-004,07/15/1978,Trader,Savings,1
WD-011-1238,Akindele,Olaoye,M,WD-011,09/27/1993,Farmer,Current,1
ED-005-1212,Adamu,Tijjani,F,ED-005,04-06-1967,Health Professional,Savings,1
ED-001-1062,Fadila,Sani,M,ED-001,08-12-1983,Construction Worker,Current,1
ED-005-1085,Ismaila,Yusuf,F,ED-005,05/22/1960,Marketing Executive,Savings,1
WD-011-1184,Olumide,Ekeinde,F,WD-011,11-11-1979,Accountant,Current,0
WD-006-1126,Chisom,Dosunmu,F,WD-006,06/25/1980,Data Analyst,Savings,0
WD-005-1068,Kehinde,Okafor,M,WD-005,07-06-1964,Farmer,Current,1
WD-012-1283,Ngozi,Bankole,F,WD-012,04-10-1989,Manager,Current,1
WD-010-1159,Morounkola,Jegede,F,WD-010,05-06-1973,Marketing Executive,Savings,1
WD-004-1223,Oluwabukola,Gbenga,F,WD-004,03-05-1994,Data Analyst,Savings,1
WD-009-1237,Agatha,Oluwatomi,M,WD-009,11/23/1969,Manager,Savings,1
WD-005-1043,Anthony,Nkele,M,WD-005,08/15/1973,Farmer,Savings,1
ND-003-1030,Oluwakemi,Briggs,M,ND-003,09-11-1974,Construction Worker,Savings,0
WD-015-1170,Adesanmi,Oluwaseun,F,WD-015,04/25/1990,Lawyer,Current,1
ED-010-1008,Rukayat,Suleiman,F,ED-010,02/13/1975,Human Resources Specialist,Current,1
ED-003-1035,Bello,Ibrahim,F,ED-003,08-12-1980,Engineer,Savings,1
ED-005-1071,Zara,Umaru,M,ED-005,06/29/1987,Welder,Current,1
ND-002-1043,Nkechi,Obi,F,ND-002,09/15/1981,Trader,Savings,0
ND-004-1009,Emeka,Wike,M,ND-004,04-12-1990,Accountant,Savings,0
ED-002-1003,Aliyu,Umar,M,ED-002,07/15/1988,Trader,Current,1
ED-004-1056,Musa,Umar,F,ED-004,11/28/2007,Trader,Savings,1
WD-012-1230,Akpan,Benson,F,WD-012,02-09-1980,Health Professional,Savings,1
ED-007-1171,Sadiya,Abdulsalam,F,ED-007,01/29/1989,Marketing Executive,Savings,1
WD-006-1231,Chinazo,Okoye,F,WD-006,03-05-1968,Manager,Current,1
WD-004-1173,Blessing,Ogundele,M,WD-004,11/22/2003,Student,Savings,0
WD-011-1056,Nkele,Ekundayo,F,WD-011,03/31/1971,Manager,Current,0
ND-002-1031,Edidiong,Nwokocha,F,ND-002,11/17/1980,Software Developer,Savings,1
WD-004-1266,Chris,Benson,F,WD-004,07-01-2009,Student,Savings,1
ED-006-1044,Maryam,Adamu,F,ED-006,04/15/2003,Student,Savings,0
ED-002-1201,Zainab,Fati,M,ED-002,09-04-1986,Factory Worker,Savings,0
WD-004-1233,Nifemi,Nnamdi,M,WD-004,12/20/1970,Manager,Current,1
WD-008-1183,Anthonia,Okafor,F,WD-008,06/28/1967,Human Resources Specialist,Savings,1
WD-009-1263,Olusola,Eze,F,WD-009,08/21/1980,Marketing Executive,Savings,0
WD-002-1277,Adelaja,Hassan,F,WD-002,11-05-1990,Data Analyst,Savings,1
ED-002-1195,Adamu,Sadiq,M,ED-002,03/16/1975,Manager,Current,1
WD-001-1052,Xaviera,Okonkwo,M,WD-001,06-10-2002,Student,Savings,0
WD-011-1178,Ebunoluwa,Akinfenwa,F,WD-011,07-09-1985,Accountant,Current,1
WD-003-1052,Nkemdirim,Okafor,F,WD-003,07-01-1989,Human Resources Specialist,Savings,1
WD-014-1162,Segun,Nwankwo,M,WD-014,08-10-1999,Student,Savings,1
WD-002-1062,Aluko,Adewumi,F,WD-002,04/27/1995,Lawyer,Current,1
WD-004-1137,Adenike,Akpan,M,WD-004,06/15/1960,Human Resources Specialist,Current,1
WD-014-1217,Danjuma,Aluko,F,WD-014,04/21/1988,Health Professional,Current,1
WD-008-1005,Bolaji,Adekoya,M,WD-008,02/14/2001,Student,Savings,1
WD-012-1062,Lekan,Eze,F,WD-012,03/30/1977,Manager,Savings,1
WD-010-1254,Chiamaka,Nwachukwu,F,WD-010,02/15/1992,Accountant,Current,0
WD-003-1160,Ekene,Okafor,F,WD-003,11/20/1989,Engineer,Savings,1
WD-009-1082,Ebiere,Hassan,M,WD-009,10/26/1991,Factory Worker,Savings,0
WD-009-1069,Kabirat,Aregbesola,M,WD-009,04/21/2000,Student,Savings,1
ED-008-1076,Danjuma,Adamu,M,ED-008,03-03-1974,Electrician,Current,1
WD-002-1217,Aladejobi,Onwuka,F,WD-002,07-05-1969,Data Analyst,Current,1
WD-004-1107,Zainab,Nwankwo,M,WD-004,01/31/1974,Manager,Current,1
WD-003-1275,Kafayat,Oluwadamilola,M,WD-003,03-03-1978,Software Developer,Savings,0
WD-011-1151,Nike,Akinola,F,WD-011,07/19/1972,Marketing Executive,Savings,1
ED-002-1074,Sadiya,Ahmad,M,ED-002,05-04-1964,Marketing Executive,Savings,1
ED-005-1162,Nura,Ruqayya,F,ED-005,03/24/1966,Trader,Savings,0
WD-005-1015,Niyi,Niyi,M,WD-005,12/19/1983,Construction Worker,Savings,0
ED-009-1090,Firdausi,Musa,F,ED-009,08/27/1984,Marketing Executive,Current,1
WD-003-1269,Boluwatife,Okpara,M,WD-003,09/22/1997,Engineer,Current,1
ED-006-1214,Hauwa,Salma,F,ED-006,12-04-1962,Marketing Executive,Current,0
ED-005-1010,Abdulrahman,Ali,F,ED-005,06/22/2002,Trader,Savings,1
WD-001-1098,Denis,Adewale,M,WD-001,10/15/1991,Lawyer,Current,1
ED-009-1145,Habiba,Mariam,F,ED-009,03-10-1974,Engineer,Current,1
